TPSA MW FC BJ
79.62 456.62 0.0625 2.0239
41.37 442.54 0.2593 1.4428
96.11 358.44 0.4211 2.1657
62.99 368.43 0.4286 1.6578
58.20 337.21 0.1250 1.7934
53.96 404.60 0.7500 1.4821
47.36 245.28 0.3846 1.7707
50.08 446.58 0.2800 1.3349
72.47 366.20 0.1176 1.8046
69.26 382.48 0.5556 2.1009
84.94 438.93 0.3500 1.6307
92.55 485.51 0.2143 1.7997
64.36 376.39 0.0909 1.5768
56.79 347.80 0.2778 1.6662
97.11 428.90 0.1000 1.7267
81.70 443.56 0.5417 1.7308
57.75 425.58 0.6667 1.2544
33.29 272.37 0.1333 2.1432
69.72 353.49 0.5882 2.0310
48.67 398.46 0.1154 1.6332
45.25 449.60 0.5185 1.0532
50.28 318.40 0.4118 1.6594
71.11 375.47 0.6000 1.6585
47.36 365.41 0.2381 1.3722
73.09 434.56 0.6190 1.4038
76.66 420.92 0.2500 1.9492
76.38 411.45 0.1364 1.9708
60.89 424.88 0.2174 1.7146
77.47 393.49 0.4091 1.6225
45.15 399.54 0.4000 1.3177
63.59 341.42 0.1429 1.4848
77.63 316.39 0.2857 1.6868
33.45 384.25 0.0000 1.9386
29.10 356.33 0.5625 1.6519
50.80 447.02 0.5600 1.4422
41.57 337.63 0.4615 1.9053
93.38 491.62 0.3846 1.4323
78.09 278.36 0.6429 1.9519
55.97 271.23 0.1111 2.1589
107.50 389.37 0.0476 1.5487
55.63 243.31 0.3077 1.8470
62.13 370.37 0.5556 1.8827
82.79 359.41 0.2941 2.1293
50.36 274.30 0.1333 1.9025
98.54 394.43 0.2727 1.7550
85.59 318.39 0.0833 1.6381
71.77 277.33 0.1765 1.9444
70.08 414.53 0.3636 1.9717
76.99 406.89 0.3158 1.7344
69.17 297.31 0.1250 2.0370
80.75 427.46 0.1538 1.5241
70.12 453.61 0.3333 1.9878
97.08 441.92 0.3333 1.3227
98.65 388.44 0.3000 1.4764
49.58 336.19 0.2857 1.6259
79.08 357.41 0.3684 1.6892
43.38 308.38 0.2105 1.8047
41.13 298.41 0.1765 2.0273
77.25 399.45 0.1250 1.4074
75.71 454.95 0.4000 1.5938
75.92 369.42 0.3500 1.4511
73.85 344.37 0.1250 1.8253
64.63 375.42 0.1304 1.5349
71.11 354.38 0.2105 1.6367
103.02 363.42 0.2000 1.9584
83.56 347.40 0.1111 1.7436
80.24 391.52 0.4118 1.9107
32.34 328.84 0.3158 2.1750
44.10 294.38 0.1765 2.1115
75.36 328.75 0.0588 1.6739
107.37 338.37 0.1667 1.9289
84.86 391.85 0.4000 2.2458
83.14 405.50 0.3478 1.2213
76.39 437.91 0.0455 1.5002
66.40 247.29 0.4286 1.8508
60.45 342.42 0.2222 1.9083
99.00 411.51 0.5238 1.5606
106.82 368.35 0.2105 1.8641
66.61 340.38 0.2632 1.7827
83.39 317.44 0.6667 1.9889
84.50 461.34 0.0500 1.7256
24.72 422.14 0.0000 1.7164
42.84 253.30 0.2727 2.3782
47.56 299.37 0.2778 2.1421
57.01 456.01 0.3750 1.2964
76.66 354.41 0.3000 1.8853
80.29 442.52 0.3600 1.3342
101.57 376.43 0.2222 1.8470
82.61 432.57 0.5000 1.4231
80.52 293.37 0.3529 2.1333
89.31 326.76 0.0769 2.1631
38.13 277.39 0.4286 2.1000
69.04 475.41 0.2857 1.6144
52.49 356.50 0.4737 1.5865
89.13 248.24 0.1818 2.2001
61.88 345.44 0.5789 1.4395
85.17 205.22 0.2000 2.4036
30.49 291.78 0.2500 2.1620
39.19 275.37 0.3333 2.2526
81.18 377.49 0.4118 1.7447
48.15 312.39 0.1765 1.7369
29.10 359.56 0.3500 1.5944
93.90 405.43 0.4500 1.3637
79.48 414.55 0.5652 1.3883
75.11 331.44 0.3529 1.9922
63.93 215.26 0.2500 2.0672
40.16 267.32 0.5714 2.2333
58.56 345.40 0.1364 1.8837
68.54 405.84 0.0435 1.5171
35.58 237.28 0.4167 1.9474
90.01 426.46 0.5263 1.5944
50.69 414.63 0.0667 1.7803
88.83 341.42 0.5882 1.3395
55.97 315.31 0.0000 1.8970
42.43 350.39 0.2381 1.4813
62.72 297.36 0.1765 1.8208
49.58 389.50 0.3333 1.6218
77.17 295.30 0.0625 2.0591
66.48 482.22 0.2778 1.6741
30.93 327.42 0.4000 1.3477
63.04 362.46 0.1500 1.6839
32.67 305.21 0.1000 2.2614
41.15 403.55 0.2917 1.6798
93.22 452.57 0.6364 1.5175
67.49 355.70 0.1333 2.3777
86.48 427.46 0.1600 1.2442
28.15 374.23 0.1176 2.0168
61.88 337.44 0.6250 1.5579
39.92 303.41 0.4000 1.9482
32.78 316.44 0.6316 1.5099
49.41 314.41 0.2941 1.5873
29.10 253.34 0.2353 2.0481
96.70 387.44 0.1818 1.3326
93.04 398.42 0.0870 1.2163
71.11 334.38 0.2105 1.5776
49.62 329.38 0.3333 1.5058
28.16 327.50 0.5263 1.3274
71.09 269.30 0.1333 1.9846
72.70 335.41 0.2632 1.5144
46.53 292.33 0.1053 1.7558
85.61 383.43 0.2500 1.7314
75.63 354.41 0.3684 1.8176
21.70 245.32 0.4667 1.6865
48.72 219.29 0.5000 2.5028
48.67 340.35 0.1500 1.8941
54.02 306.16 0.0769 1.9844
85.89 485.33 0.3043 1.6889
29.10 243.28 0.1333 1.8769
41.99 358.47 0.0909 1.7992
58.20 316.79 0.1765 1.9143
59.81 308.45 0.8000 1.5130
75.11 247.23 0.0833 2.2228
79.62 326.35 0.2143 2.0865
27.05 264.76 0.3571 1.8844
47.56 319.79 0.2353 1.9352
88.91 457.64 0.5833 1.6627
84.94 424.91 0.3158 1.8191
83.03 358.85 0.5000 1.5758
30.29 311.43 0.4211 1.3997
59.93 429.34 0.2105 1.9055
100.39 383.41 0.2632 2.0955
80.20 397.79 0.0500 1.8141
71.41 409.80 0.0000 1.7465
66.84 275.30 0.3333 2.2184
73.99 367.42 0.2381 1.7401
85.61 436.52 0.3913 1.6512
61.36 339.44 0.4211 1.6527
62.32 389.50 0.6190 1.5269
85.07 309.30 0.0588 2.2329
109.16 372.33 0.2778 1.9108
60.93 443.56 0.6400 1.6864
46.92 317.46 0.5294 1.9347
45.14 365.48 0.3636 1.5000
81.70 337.33 0.1053 2.2916
70.96 327.43 0.5789 1.6393
91.92 383.47 0.2000 1.7987
47.56 331.80 0.2778 1.6801
48.47 386.93 0.5238 1.6079
82.97 441.55 0.4348 1.6076
81.93 411.89 0.3333 1.4145
94.46 464.40 0.2632 1.4027
57.36 329.44 0.5263 1.5873
68.50 207.24 0.4444 2.5826
90.52 297.32 0.2143 1.7075
35.83 270.36 0.0667 2.1153
84.50 328.42 0.4444 1.6660
47.09 288.39 0.6250 1.4972
58.48 333.39 0.2000 1.6419
41.99 255.12 0.4000 1.9701
76.66 436.53 0.2500 1.6203
77.05 351.41 0.3684 1.6544
30.19 299.38 0.1000 2.0551
58.85 375.48 0.2727 1.5883
77.25 349.39 0.1500 1.5545
65.64 361.40 0.2381 1.6953
62.47 348.47 0.5882 1.6026
41.99 300.43 0.4118 1.7129
62.32 449.62 0.6522 1.6941
47.36 291.39 0.6250 2.3380
58.20 346.86 0.5789 1.5501
24.06 289.23 0.4167 1.9263
20.31 282.18 0.4615 1.9293
47.67 407.47 0.2174 1.5998
105.20 330.40 0.4667 1.6703
63.69 254.29 0.2143 2.0133
24.06 273.20 0.3000 2.4373
88.33 350.81 0.3750 2.1923
67.23 406.46 0.2609 1.4211
64.61 285.30 0.1875 1.9066
76.66 432.52 0.2308 1.4946
41.99 272.37 0.2000 1.6453
77.25 365.41 0.1053 1.6706
59.23 279.37 0.4615 2.0929
46.61 354.65 0.4545 2.4326
89.75 378.38 0.1429 2.1289
63.16 382.27 0.2500 1.8423
38.33 361.77 0.1333 1.8377
94.94 381.46 0.2105 1.7320
71.09 357.41 0.0455 1.8764
50.60 396.54 0.5652 1.3156
58.53 343.24 0.0714 2.4264
68.54 289.33 0.3750 2.5130
63.05 395.55 0.6087 1.5168
98.73 346.35 0.1667 1.7768
74.30 375.42 0.4000 2.5978
96.02 395.48 0.5556 1.6404
50.19 259.33 0.1429 1.9657
23.55 377.26 0.2778 1.5677
35.94 346.50 0.4737 1.6094
43.08 348.48 0.2500 1.6569
63.47 349.42 0.1053 1.6283
96.79 321.41 0.4286 2.2187
67.01 361.44 0.2727 1.3423
69.04 286.33 0.4000 1.6309
52.83 328.80 0.2353 1.8282
68.50 289.73 0.1538 2.1392
127.41 378.34 0.0000 1.7194
100.92 358.36 0.0000 1.5592
55.40 329.78 0.1111 2.1186
64.63 289.33 0.5000 1.7277
94.27 445.46 0.0435 1.6026
75.19 314.32 0.2500 1.5880
65.38 355.78 0.1111 1.4340
41.46 343.22 0.1765 2.0009
37.28 348.26 0.0000 1.7249
48.53 313.45 0.6111 1.7481
78.51 337.44 0.5625 1.6232
94.55 361.41 0.2105 1.4675
62.47 336.39 0.3158 1.4764
109.19 455.47 0.3913 1.6319
58.20 288.39 0.5294 1.8524
63.99 329.36 0.0500 1.6223
63.05 309.44 0.6429 1.8210
61.80 379.46 0.4762 1.2539
51.45 344.42 0.1429 1.8550
55.12 356.54 0.4762 1.8646
46.61 361.44 0.3043 1.5842
45.92 336.39 0.2500 1.4256
49.41 386.49 0.3333 1.5539
59.06 294.35 0.2778 1.6676
70.58 314.39 0.4706 1.6591
67.15 430.56 0.4400 1.3359
81.43 318.35 0.1333 1.9953
73.51 380.45 0.3810 1.5840
46.50 320.47 0.1538 1.7887
29.10 337.90 0.1875 1.8079
41.13 396.25 0.0667 1.9944
70.23 343.76 0.3333 2.1808
73.22 369.45 0.3158 1.3781
41.49 347.46 0.2174 1.4478
76.66 318.37 0.4118 2.3967
79.90 411.50 0.3913 1.6012
75.94 362.44 0.3000 1.3665
75.71 430.91 0.0952 1.9213
106.94 342.30 0.4000 2.3842
78.95 471.57 0.6538 1.3575
80.32 477.61 0.1600 1.3190
81.87 318.33 0.3125 1.8999
37.38 245.32 0.4545 2.8378
66.48 424.80 0.1875 2.1228
80.95 345.16 0.0000 2.0355
72.70 394.29 0.1250 1.6261
33.09 296.42 0.5000 1.4777
63.69 293.37 0.6000 1.4697
131.80 319.27 0.0000 2.4174
79.62 380.44 0.3889 1.7916
80.04 465.40 0.1667 1.6716
76.15 462.48 0.1923 1.6713
63.99 331.44 0.4706 2.0636
80.15 393.24 0.1765 1.8216
71.00 426.69 0.1667 1.7099
42.22 328.42 0.1429 1.7636
99.37 418.45 0.2174 1.4726
63.41 348.47 0.5000 1.9469
96.90 363.76 0.2500 1.6555
63.24 337.83 0.1875 2.1221
90.57 356.43 0.4211 1.9210
52.65 367.42 0.4615 2.0457
78.81 355.40 0.1364 2.0438
61.28 272.35 0.4667 1.9543
63.91 315.40 0.3333 1.6091
70.67 266.30 0.1333 1.9220
36.44 339.48 0.7143 1.2014
79.29 448.98 0.0000 1.6027
106.33 369.46 0.3750 1.5108
75.02 326.40 0.3889 1.8198
88.99 387.85 0.1111 1.7563
74.77 362.47 0.6316 1.8235
32.70 277.41 0.6471 1.8975
70.67 302.71 0.0625 2.4451
93.53 438.53 0.5000 1.4451
36.68 341.23 0.0000 2.0480
78.25 394.50 0.3810 1.4471
58.53 302.40 0.1875 2.5031
84.71 483.57 0.3448 1.6030
58.36 343.47 0.5000 2.3469
39.44 246.31 0.4000 2.8014
62.39 293.34 0.4667 2.0251
29.10 312.24 0.4375 2.1384
63.59 301.35 0.1429 1.6993
135.76 466.48 0.1818 1.8380
70.08 414.53 0.3636 1.9852
51.53 477.75 0.0000 1.3962
65.97 338.41 0.3158 1.9805
62.55 348.47 0.4444 1.5671
39.94 394.33 0.2222 1.6004
41.04 227.29 0.0000 2.0082
65.71 334.46 0.7368 1.4683
53.60 339.44 0.3500 1.5697
77.74 342.42 0.2353 1.8802
71.26 416.88 0.3810 1.2194
46.17 303.72 0.0000 2.3595
80.32 445.54 0.2400 1.5940
56.15 349.43 0.2381 1.6631
101.96 381.42 0.2632 1.4272
39.44 359.22 0.1667 1.8917
21.26 234.13 0.4000 2.3948
62.22 337.43 0.4737 1.5290
36.44 323.44 0.4000 1.5550
88.06 364.47 0.5294 1.8951
69.64 427.94 0.4545 1.2951
40.95 398.55 0.6087 1.3983
48.99 337.40 0.2000 1.7408
72.24 335.16 0.0714 2.3483
68.01 251.67 0.1818 2.5622
54.88 291.40 0.3077 1.4987
50.28 354.48 0.3684 1.5572
84.25 425.53 0.3889 1.6079
47.56 297.35 0.2778 1.6101
29.95 407.60 0.5385 1.3022
71.09 357.48 0.4211 1.7719
103.19 380.41 0.2632 1.2056
51.10 446.29 0.2000 1.8587
58.64 290.41 0.6364 1.8164
49.33 358.39 0.4211 1.6178
84.86 406.23 0.2222 1.9326
116.25 489.59 0.4167 1.4546
29.10 323.56 0.3000 2.8218
64.28 340.36 0.2778 1.4644
47.56 271.32 0.1875 1.8625
89.17 323.36 0.3750 1.5555
43.95 406.96 0.3750 1.2030
38.77 291.39 0.5882 1.9700
94.48 472.55 0.2222 1.7194
47.56 249.31 0.5000 1.9880
85.94 303.80 0.2000 2.0991
66.49 366.46 0.3333 1.7137
72.91 403.43 0.2917 1.3532
79.26 451.96 0.2917 1.3305
45.40 263.31 0.3333 2.0489
30.49 320.19 0.2000 1.7193
57.95 412.42 0.2727 1.4187
74.33 350.42 0.2500 1.8437
37.05 359.27 0.2222 1.5421
64.74 441.51 0.3182 1.3465
100.62 400.46 0.3500 1.4005
67.96 346.43 0.5263 1.8601
79.05 328.37 0.5294 1.7329
38.77 401.93 0.4348 1.9990
66.48 276.75 0.3000 2.6589
61.44 447.55 0.3333 1.7890
68.27 433.26 0.0000 1.4341
132.96 494.60 0.3333 1.7385
58.64 381.26 0.2222 1.9958
60.67 340.45 0.3889 1.7853
103.86 499.61 0.2083 1.6879
62.22 394.88 0.0476 1.5618
50.16 374.55 0.6000 1.7224
38.33 283.37 0.2778 1.7997
41.99 346.86 0.0000 1.7332
93.73 426.49 0.1364 1.5895
49.33 256.31 0.3571 1.8772
90.68 338.42 0.4118 1.3872
72.20 270.29 0.2667 1.6897
102.46 367.37 0.2222 1.3553
129.77 302.24 0.0000 2.4780
44.12 444.53 0.0667 1.6640
58.20 424.95 0.2174 1.6821
49.41 324.49 0.6471 1.7876
57.59 376.49 0.1905 1.8123
31.84 366.51 0.5000 1.3097
49.41 354.49 0.5455 1.4300
38.33 311.71 0.1333 2.0374
58.44 354.44 0.2222 2.0921
88.61 393.51 0.6111 1.6209
41.99 273.14 0.0000 2.2100
46.17 297.38 0.0769 2.2963
69.04 426.52 0.2273 1.6560
34.89 282.37 0.1250 2.1553
50.38 357.50 0.5714 1.7499
58.20 340.38 0.0000 1.6403
40.16 359.47 0.4286 1.9621
54.51 380.47 0.3000 1.2450
92.78 462.59 0.4545 1.4770
52.57 308.38 0.2105 1.5977
47.09 428.99 0.3636 1.4276
130.88 490.52 0.3462 1.1782
42.01 342.37 0.3158 1.3342
63.57 260.32 0.2500 2.0683
66.57 276.27 0.2857 1.9254
112.97 391.86 0.4118 1.4984
47.56 383.19 0.1333 2.1698
82.00 287.32 0.0000 2.2147
26.79 431.98 0.4583 1.6556
85.13 271.28 0.1429 2.0823
97.20 379.42 0.2632 1.4208
75.63 378.22 0.1765 2.2080
91.63 404.52 0.4118 1.3527
58.85 349.44 0.3000 1.5226
38.33 311.43 0.3500 1.9536
66.38 396.04 0.0000 1.9787
61.36 407.54 0.3182 1.3514
43.37 236.29 0.1667 2.7979
45.40 285.26 0.2857 2.1555
51.22 385.26 0.1579 1.9167
40.62 368.52 0.6522 1.3306
29.10 295.72 0.1333 1.9833
50.08 340.43 0.3684 1.9701
119.84 382.33 0.1111 1.2686
86.48 401.85 0.2500 1.6068
81.93 347.38 0.1579 1.9596
57.69 451.39 0.3500 1.9066
56.27 361.43 0.1000 1.5799
88.06 365.24 0.3333 2.3216
61.02 352.46 0.2632 1.4305
66.84 385.47 0.1053 1.9479
58.31 402.54 0.5652 1.4953
76.66 355.19 0.2857 2.5584
91.40 330.39 0.5294 1.6981
75.72 269.31 0.2143 1.8244
33.20 292.43 0.2857 1.9119
55.40 385.53 0.5455 1.7417
66.91 352.46 0.2105 1.6586
58.97 379.50 0.4783 1.3829
55.40 424.29 0.0909 1.4857
81.99 411.91 0.1905 1.6761
38.92 276.75 0.0769 1.7968
71.00 443.96 0.3182 1.6144
36.36 296.41 0.4211 1.5882
41.13 264.69 0.0000 2.0082
102.45 386.36 0.0000 1.6165
93.45 265.31 0.3846 2.5417
60.93 337.44 0.5625 1.8209
68.02 375.40 0.1364 1.4132
122.55 298.34 0.6923 2.6633
65.06 263.30 0.5833 2.3664
73.63 346.43 0.6842 1.5316
77.74 294.38 0.4615 2.4468
81.87 408.40 0.4500 1.6489
44.12 422.57 0.2174 1.5816
49.41 404.54 0.2500 1.4370
54.02 233.19 0.3333 2.4606
47.09 422.48 0.2500 1.4944
75.52 371.45 0.2381 1.4385
46.17 275.74 0.3333 2.1108
101.31 403.39 0.0909 1.9020
85.25 384.41 0.2500 2.0190
67.43 356.45 0.2105 1.9044
51.81 217.25 0.1000 2.1783
83.42 443.45 0.1154 1.5844
68.32 378.48 0.5238 1.2394
49.41 260.34 0.4667 1.7243
54.46 395.53 0.2727 1.4830
84.50 440.93 0.3750 1.5186
89.02 339.80 0.2143 2.3287
90.14 392.46 0.3636 1.3978
84.56 293.28 0.0000 1.8012
81.75 472.65 0.4800 1.9335
24.92 204.19 0.4444 2.7891
27.74 313.85 0.5000 1.7966
58.53 294.40 0.1538 2.2393
66.48 455.29 0.2353 2.3004
70.39 401.49 0.6000 1.3049
70.16 497.59 0.2692 1.5302
72.36 367.37 0.4444 1.7838
58.20 323.18 0.0667 1.9321
90.00 333.36 0.1176 1.4630
61.36 345.49 0.7368 1.3701
28.16 227.31 0.2143 1.9565
59.31 355.80 0.0000 1.6866
89.25 374.44 0.3043 1.8073
32.78 262.35 0.5333 1.7745
55.13 359.17 0.2857 2.1661
58.20 310.40 0.2632 2.0057
77.10 412.49 0.3913 1.5705
65.07 385.44 0.2000 2.0010
54.29 359.43 0.2273 1.4275
89.26 364.85 0.1176 1.8080
82.81 304.30 0.3125 2.5101
66.48 366.87 0.2353 2.0705
93.09 460.56 0.2000 1.5692
51.96 272.33 0.0714 2.2119
72.80 305.38 0.6667 1.7497
61.88 346.43 0.2857 1.6058
35.53 339.22 0.2353 2.0549
84.74 488.63 0.3913 1.6555
50.80 358.41 0.3500 1.5051
52.05 289.13 0.0000 2.1654
63.45 284.31 0.1875 2.4736
91.32 371.34 0.2667 2.1375
84.94 248.19 0.1818 1.9654
78.43 405.50 0.4783 1.4144
87.90 303.27 0.1333 1.8485
49.85 364.51 0.6842 1.5578
63.45 300.34 0.1333 1.9907
69.04 437.35 0.2105 1.6940
102.24 434.50 0.3478 1.3130
85.13 331.38 0.0000 1.7566
75.27 332.43 0.2353 2.3528
94.95 366.45 0.1111 1.6782
32.78 383.25 0.2778 1.5228
120.13 421.48 0.3158 2.2915
107.13 446.49 0.0870 1.6177
36.36 314.45 0.5000 1.5239
57.93 287.31 0.0000 2.5123
51.22 403.66 0.0000 1.6570
109.50 310.37 0.4000 1.7360
91.16 325.33 0.1250 1.9166
54.88 327.33 0.2143 1.9936
58.37 279.38 0.7333 1.7392
99.25 478.98 0.3600 1.2430
33.45 353.16 0.2143 1.8181
75.42 380.48 0.2632 1.5611
84.74 342.42 0.7143 1.6403
58.20 414.84 0.0909 1.7046
75.44 369.45 0.2105 1.7835
79.54 257.31 0.4545 2.6428
84.14 353.47 0.4500 1.7149
66.92 402.52 0.3810 1.9115
46.61 446.37 0.1429 1.9938
71.01 361.45 0.2381 1.7490
21.70 401.79 0.2632 1.8539
84.94 424.48 0.1364 1.6013
52.49 334.42 0.3000 1.7387
59.31 315.34 0.3333 1.9444
49.41 302.40 0.3750 1.5111
124.19 454.44 0.0800 1.7762
103.59 427.42 0.0833 1.5828
66.48 414.45 0.3158 2.3081
90.93 481.59 0.5357 1.8521
50.60 344.39 0.4444 1.3737
58.85 369.46 0.4286 1.2826
66.48 412.49 0.1364 1.9550
103.70 345.38 0.1176 2.0588
47.56 311.38 0.2105 1.8066
82.14 459.50 0.2609 1.8111
84.42 380.86 0.3750 1.6614
50.80 340.42 0.3500 1.7168
75.43 427.57 0.3478 1.7732
56.32 390.52 0.1905 1.2914
54.46 434.00 0.5455 1.3295
67.94 317.35 0.1111 1.6300
96.23 445.43 0.1200 1.3163
76.90 468.48 0.5000 1.7023
73.16 283.37 0.6000 2.4079
82.05 221.24 0.0000 2.3506
39.52 377.49 0.3478 1.7124
41.46 258.35 0.1429 2.0644
63.49 437.57 0.3478 1.3466
68.54 414.25 0.1000 1.6678
98.21 263.32 0.0000 2.2671
51.22 341.23 0.2308 2.1259
46.17 279.39 0.0769 2.2509
64.11 345.45 0.1875 1.5639
38.33 335.32 0.2778 2.1357
38.33 283.37 0.2778 1.9611
135.92 425.40 0.2381 1.6072
57.65 399.45 0.1200 1.7556
90.98 448.48 0.3200 1.4561
34.59 312.41 0.4211 1.5608
53.82 312.19 0.1818 2.1153
73.86 475.58 0.3793 1.6781
59.00 307.39 0.5882 1.7352
47.56 251.33 0.5000 2.5228
58.44 414.81 0.3889 1.6114
51.24 400.50 0.3810 1.3662
63.57 333.43 0.5556 1.7886
62.83 333.43 0.6111 1.4890
84.94 454.55 0.2083 1.9560
76.15 338.75 0.2667 2.6088
116.17 322.32 0.4000 2.1329
75.27 416.59 0.4348 2.6043
52.57 357.50 0.7500 1.4032
29.10 349.04 0.0714 2.2743
58.20 406.57 0.4615 2.1504
63.99 319.79 0.3125 1.9418
40.62 422.52 0.2500 1.4535
55.40 319.43 0.2941 2.4275
64.66 375.43 0.2857 1.5089
86.71 390.87 0.4500 1.6965
64.36 322.36 0.1579 1.7879
77.41 468.56 0.2143 1.6936
73.39 358.42 0.3889 1.6038
82.59 377.23 0.1176 1.6980
61.36 360.87 0.1111 1.9542
59.59 418.58 0.4286 1.7778
24.92 230.29 0.2143 1.7146
49.74 345.45 0.2381 1.5287
72.70 343.39 0.1250 1.6158
29.10 229.25 0.0714 1.9995
94.28 488.59 0.3333 1.6236
63.16 372.25 0.5000 1.4502
39.18 387.57 0.7391 1.2956
65.90 409.53 0.5000 1.2722
81.47 332.74 0.0625 2.1019
74.18 319.32 0.0556 1.7339
29.10 309.26 0.0625 2.0434
36.93 308.56 0.0000 2.3722
71.26 364.45 0.2857 1.6436
71.45 424.91 0.0909 1.4783
29.10 247.24 0.0714 2.3111
66.48 372.42 0.1739 1.4171
49.41 270.33 0.2500 2.2409
86.71 386.41 0.0870 1.5737
50.49 379.50 0.4783 1.3081
34.17 356.47 0.4286 1.5720
77.85 430.55 0.5652 1.5947
64.09 435.57 0.4615 1.5020
51.22 388.85 0.0435 1.4268
46.09 259.35 0.5333 2.2468
73.83 377.53 0.6667 1.7290
41.46 335.25 0.5000 1.5637
62.88 390.94 0.2632 2.2404
55.13 407.52 0.3913 1.6645
65.07 351.40 0.2667 1.7445
63.41 340.47 0.5333 2.0568
78.92 434.28 0.0000 1.6101
35.25 165.24 0.4000 2.5257
67.87 328.43 0.6000 2.0227
76.02 356.47 0.4500 1.8288
35.50 451.68 0.5385 1.2631
75.71 424.52 0.1739 1.9125
76.07 447.94 0.1818 1.8892
26.71 346.49 0.6190 1.5258
29.10 350.28 0.1875 1.6776
50.68 339.76 0.0000 1.9620
29.10 259.37 0.2667 2.1216
85.43 341.41 0.3684 1.7443
43.86 397.44 0.6000 1.6315
68.60 343.43 0.2857 1.3822
66.92 404.48 0.5909 1.9659
24.50 332.86 0.2353 1.8799
58.48 313.40 0.4444 1.7902
46.61 365.39 0.0000 1.5160
80.57 354.34 0.0526 1.7708
72.06 262.31 0.3846 2.0586
46.17 399.62 0.0667 2.2535
58.80 496.82 0.0870 1.6780
88.32 310.42 0.6429 2.2140
53.76 400.57 0.6087 1.6428
83.76 415.45 0.1667 1.8051
70.08 396.49 0.3913 1.8417
42.24 330.18 0.0625 1.9711
110.57 373.39 0.1176 2.0156
46.17 333.84 0.1765 1.8139
32.26 239.32 0.2500 2.1644
68.70 346.48 0.6842 1.4221
83.99 394.49 0.4737 2.0383
67.16 405.50 0.0000 1.4248
63.17 313.40 0.4706 1.6673
88.50 278.26 0.3077 2.1805
32.26 422.50 0.2174 1.3710
90.27 379.44 0.3000 1.4303
60.03 440.58 0.5000 1.6144
79.04 423.51 0.4167 1.3346
51.22 355.62 0.1429 1.9198
71.70 392.46 0.3182 1.3408
77.77 486.36 0.3333 1.8260
58.85 361.83 0.3333 1.6275
21.26 276.21 0.5385 2.2690
48.00 344.22 0.1333 2.0048
67.43 392.25 0.1250 1.9715
75.71 348.42 0.2353 2.0270
84.30 370.52 0.7647 2.1072
39.68 344.50 0.7000 1.5854
96.53 427.53 0.4091 1.5124
101.34 405.86 0.1111 1.6571
51.22 346.84 0.1765 1.7860
75.94 432.55 0.3043 1.2877
66.23 363.46 0.6842 1.5041
46.61 335.47 0.4444 2.6048
73.91 367.23 0.1765 1.8370
33.29 252.38 0.4615 2.0972
61.02 284.36 0.3750 1.6363
84.48 327.13 0.1667 1.7260
85.83 363.83 0.2000 2.0680
46.61 305.40 0.2500 2.3676
81.93 369.45 0.2222 1.5451
75.08 496.66 0.4231 1.1248
81.42 399.24 0.0526 1.6402
47.56 340.21 0.1875 2.1579
58.64 398.53 0.4545 1.2380
64.24 310.35 0.2222 1.7597
32.78 380.53 0.4583 1.3108
38.33 364.15 0.1333 2.0482
52.23 330.41 0.4444 1.7322
111.24 498.56 0.2000 2.0392
106.64 371.37 0.0588 1.7182
92.86 313.37 0.4000 1.8466
33.29 270.42 0.4167 2.0480
72.20 322.36 0.2105 1.8572
46.92 340.25 0.3750 2.0528
41.13 298.43 0.6316 1.4588
63.91 399.50 0.2500 1.8147
86.95 414.55 0.6087 1.3817
59.81 374.47 0.0952 1.4628
87.46 342.40 0.3889 1.7504
91.28 275.29 0.0833 2.1949
66.40 295.40 0.4667 2.7037
41.30 319.36 0.4706 1.6222
21.26 293.77 0.2500 1.8110
67.15 460.49 0.2000 1.3265
84.71 313.74 0.4615 1.9308
95.40 207.19 0.2500 2.5203
63.40 308.38 0.2632 1.8236
71.74 314.35 0.3125 1.6431
84.60 374.19 0.0000 1.8697
29.10 304.19 0.1333 2.2414
63.05 369.49 0.4211 1.4230
80.75 357.39 0.2222 1.8032
69.04 360.46 0.1875 1.8286
50.08 205.26 0.3636 2.4434
29.54 259.35 0.4375 1.9813
35.94 388.51 0.2800 1.6745
41.93 316.19 0.5385 1.7015
44.37 343.43 0.2222 1.5580
75.27 437.34 0.0000 1.7518
55.84 381.45 0.2381 2.1454
50.36 288.37 0.1333 2.0088
56.59 491.95 0.2593 1.2775
32.51 379.43 0.5500 1.4632
35.94 416.99 0.5000 1.4964
71.42 423.49 0.3043 1.3437
20.31 217.31 0.5000 2.0496
98.14 399.50 0.5238 1.5214
106.01 430.42 0.1250 1.6029
54.88 383.54 0.3500 1.4473
58.64 238.29 0.6667 1.8323
93.46 491.49 0.1481 1.3960
66.57 348.40 0.2381 1.7911
75.63 374.47 0.4444 1.6841
106.08 481.51 0.1071 1.5098
71.11 368.82 0.2105 1.4924
133.85 320.38 0.1538 2.0563
59.00 335.44 0.6316 2.0016
91.42 474.58 0.4348 1.2787
57.78 293.37 0.2222 1.6623
92.51 349.41 0.3750 1.8934
69.64 406.27 0.3333 1.4549
36.69 369.65 0.2667 1.6368
40.46 309.37 0.2105 1.7717
104.98 248.27 0.0000 2.8037
81.47 314.34 0.2353 2.1731
65.20 313.40 0.4444 1.5394
84.94 474.97 0.1739 1.9385
78.27 414.41 0.2857 1.6168
42.24 251.28 0.0625 1.9529
