TPSA MW FC BJ
23.55 292.45 0.6875 1.5067
68.36 425.53 0.2222 1.2024
115.61 350.35 0.1333 2.3579
62.30 335.47 0.7059 1.5442
66.92 352.46 0.5882 1.7338
49.74 383.50 0.2500 1.2612
69.67 330.38 0.5263 2.1535
38.92 270.72 0.0667 2.0003
115.82 389.39 0.2353 1.9338
49.74 355.87 0.3684 1.5724
100.54 445.56 0.1818 2.2065
26.79 361.92 0.5500 1.5535
61.88 388.50 0.1364 1.5222
63.99 386.25 0.1667 1.6887
26.71 336.50 0.7000 1.7547
131.84 327.35 0.2667 1.8460
70.92 318.76 0.1250 1.8955
65.06 458.35 0.2273 1.9122
32.34 312.39 0.3158 1.4808
54.98 248.31 0.2500 2.4485
48.31 315.42 0.3889 1.9882
52.83 320.40 0.3158 1.6751
62.74 381.48 0.4091 1.7545
87.72 302.34 0.1111 2.0594
29.43 314.23 0.0909 2.3531
50.16 316.38 0.4118 1.5426
78.51 371.40 0.0455 1.3795
67.08 275.36 0.5000 2.0954
86.79 365.45 0.5294 1.9989
55.30 407.90 0.3043 1.3268
69.22 299.37 0.4118 1.7288
88.91 472.01 0.3043 1.5925
55.84 358.21 0.2308 2.4241
79.11 416.57 0.6522 1.6459
49.33 386.45 0.4762 1.4504
85.39 338.36 0.2105 2.5524
75.27 442.97 0.1739 1.8557
59.39 416.47 0.4545 1.5245
66.63 297.36 0.1765 1.7923
63.86 408.50 0.4783 1.2912
88.91 465.62 0.3600 1.6438
71.53 449.58 0.3200 1.4000
61.46 445.01 0.5833 1.3696
59.81 394.54 0.3182 1.6838
29.54 315.33 0.5625 2.0633
63.69 409.41 0.4000 1.5311
100.92 386.41 0.0909 1.6736
84.67 379.42 0.2857 1.4609
21.70 249.35 0.6000 2.0764
62.66 336.39 0.2000 2.0430
99.84 427.53 0.4286 1.4307
32.78 434.97 0.2692 1.3799
53.99 357.19 0.1875 2.3511
87.62 378.39 0.2500 1.2062
41.99 323.20 0.0000 1.9746
45.90 405.55 0.5000 1.4263
79.16 278.32 0.5833 2.1180
21.26 276.21 0.5385 2.1148
49.33 278.16 0.3000 2.1718
116.31 424.48 0.1429 1.7444
77.21 408.51 0.4091 1.2431
64.63 341.41 0.3000 1.7173
29.10 271.40 0.5000 1.8211
38.33 338.23 0.2353 2.0314
70.40 266.26 0.2667 1.7203
68.21 376.46 0.3636 1.8476
66.48 483.80 0.0952 1.8693
30.93 307.43 0.6667 1.6197
53.16 289.42 0.5882 1.8457
40.85 336.44 0.3000 1.7520
112.15 281.29 0.0909 2.4414
69.72 399.52 0.2857 1.5431
93.95 378.41 0.1053 1.6015
54.68 488.37 0.0417 1.6270
68.40 324.38 0.2778 1.7275
21.26 298.22 0.5714 1.5632
70.67 380.24 0.3750 1.9662
47.06 357.45 0.4500 1.6905
76.66 426.90 0.3043 1.8734
38.33 296.15 0.0714 2.2509
85.96 325.37 0.2941 1.7134
59.39 450.61 0.4400 1.3861
66.91 344.42 0.2353 1.8301
69.21 369.47 0.4500 1.7604
41.99 297.18 0.0909 2.1032
77.41 364.45 0.3500 1.5317
68.02 343.38 0.1176 1.5062
122.76 361.70 0.0000 1.9810
75.27 266.26 0.0000 1.9784
55.96 325.38 0.0000 1.8354
101.45 368.31 0.3125 1.7378
52.83 384.48 0.2083 1.9003
99.37 394.43 0.3333 1.2841
50.72 301.39 0.3333 1.7443
88.43 475.34 0.3182 1.9508
67.43 340.42 0.3000 1.8049
84.98 411.77 0.2353 1.6715
33.95 292.39 0.2222 1.7428
76.80 468.59 0.1923 1.4750
38.92 268.34 0.0667 1.8622
51.22 378.86 0.1818 1.4994
58.53 468.34 0.0000 2.0643
85.69 243.23 0.0909 2.1310
57.78 452.74 0.0000 1.7546
61.36 358.87 0.3500 1.6682
75.21 470.61 0.5769 1.9934
61.02 364.42 0.2381 1.5179
48.99 325.46 0.5000 1.6539
37.19 443.64 0.5714 1.0447
60.93 380.30 0.5000 2.2121
81.16 193.16 0.1250 2.1010
99.17 405.21 0.1250 2.0010
50.44 334.29 0.1667 2.4617
44.53 418.51 0.3810 1.4275
53.74 363.46 0.3810 1.4459
77.23 400.50 0.5455 1.3331
55.40 359.83 0.1111 1.7860
72.28 403.55 0.5500 1.5960
55.15 476.60 0.2963 1.3599
82.43 419.93 0.3500 2.1435
55.84 413.42 0.2174 2.1657
66.48 344.44 0.2778 2.0381
96.89 396.44 0.2727 1.8620
73.32 417.55 0.6522 1.5212
82.11 364.45 0.3810 1.4065
57.23 491.59 0.1538 1.2966
47.56 401.51 0.2692 1.4394
64.01 388.45 0.0909 1.8404
75.27 322.43 0.4375 1.8894
72.81 425.23 0.1875 2.1051
36.92 274.32 0.2500 1.7189
94.86 379.47 0.4000 1.3794
46.61 279.72 0.2857 2.3316
53.35 350.30 0.1765 2.1075
29.54 288.17 0.4615 1.9034
45.23 313.43 0.4118 1.5196
73.98 342.46 0.6316 1.6144
32.34 208.24 0.3636 1.9567
69.96 304.35 0.1333 2.1075
35.58 399.54 0.2692 1.2303
90.13 370.41 0.0455 1.7895
116.05 426.83 0.2353 1.8397
50.27 390.51 0.2609 1.5385
99.00 372.21 0.3571 1.7702
85.84 325.37 0.2941 1.6781
29.10 275.35 0.1333 1.7779
93.11 397.55 0.6667 2.2398
95.06 260.25 0.0769 2.0282
38.74 357.54 0.7273 1.5950
63.99 321.38 0.2105 1.8595
75.63 287.31 0.3750 1.8192
44.76 306.75 0.1875 1.8536
72.24 337.16 0.0000 2.1188
49.41 382.53 0.3636 1.6531
41.13 385.36 0.5000 1.8356
92.51 373.46 0.5263 1.6072
58.56 368.48 0.5714 1.3917
87.38 351.41 0.2000 2.0589
55.13 362.76 0.1111 2.0504
63.05 395.53 0.3810 1.3308
76.24 315.37 0.4118 2.0292
87.15 430.95 0.6316 1.6355
97.31 431.50 0.2917 1.2886
84.51 461.57 0.3846 1.4975
101.34 389.41 0.0909 1.6585
87.31 384.47 0.4706 1.4193
53.43 298.39 0.3333 2.1797
70.92 285.35 0.5000 1.7760
43.78 304.43 0.6111 2.0896
60.60 371.42 0.0909 1.4886
29.10 345.02 0.0000 2.2490
78.51 431.58 0.3333 1.5937
61.80 334.46 0.6316 1.8241
71.26 328.42 0.5000 1.4335
106.60 481.45 0.1600 1.3986
131.99 467.82 0.0455 1.6483
54.34 470.38 0.0870 1.7709
37.38 321.81 0.0000 1.9510
38.33 353.16 0.0714 2.1368
71.78 394.47 0.3913 1.2524
62.40 430.53 0.2000 1.6664
42.24 330.18 0.0625 1.9764
45.91 470.60 0.0323 1.2849
45.23 315.44 0.4118 1.4068
21.70 263.38 0.6250 2.0902
58.20 314.41 0.1765 1.8020
41.74 447.62 0.4643 1.4767
79.62 362.45 0.3889 1.5914
58.20 337.21 0.1250 2.1414
84.94 456.50 0.1739 1.6266
89.25 366.38 0.0435 1.9165
89.35 317.35 0.4667 1.5508
57.01 444.35 0.1500 1.7852
53.16 465.21 0.0000 1.6780
100.88 280.31 0.2727 1.9104
59.75 403.48 0.3600 1.2959
40.54 283.37 0.2778 2.3925
83.31 306.32 0.0556 2.1333
20.31 285.77 0.2353 1.9959
88.81 366.43 0.3684 1.3753
98.98 444.49 0.1500 1.8613
57.69 451.39 0.3500 1.9238
65.72 391.45 0.1905 1.4385
47.56 285.34 0.2353 1.9037
70.39 376.46 0.2727 1.4875
60.67 280.31 0.0000 2.0130
62.83 358.44 0.1818 1.3742
80.56 425.53 0.5652 1.5304
68.76 269.31 0.2143 2.0472
23.55 354.47 0.4091 1.5297
82.97 486.37 0.3478 1.5901
40.62 422.57 0.2609 1.4235
49.58 271.32 0.3333 1.5335
82.04 441.49 0.1154 1.6554
44.61 437.63 0.6154 1.2805
91.32 430.92 0.2105 1.3917
96.46 485.58 0.6154 1.5472
55.84 349.45 0.4444 2.6386
52.90 440.20 0.4667 2.4767
76.02 368.41 0.2500 1.7352
52.65 417.91 0.3636 1.6385
41.57 358.87 0.3500 1.5610
80.52 318.35 0.2000 1.8908
29.54 360.66 0.3077 2.0256
62.16 487.52 0.3333 1.5046
52.63 456.58 0.4615 1.4913
50.60 374.53 0.8095 1.5819
38.33 283.37 0.2778 1.8661
89.13 246.23 0.1818 1.7882
60.33 391.26 0.4444 1.7280
59.73 312.35 0.2500 1.8616
66.48 491.38 0.1364 1.9273
76.30 361.40 0.1765 1.8277
29.26 164.25 0.4000 2.6468
119.20 323.32 0.1429 1.5365
71.95 367.40 0.1579 1.5645
42.01 306.41 0.5882 1.9466
83.42 313.36 0.0526 2.0001
102.40 308.36 0.2143 1.8939
63.91 307.36 0.2941 1.7953
76.38 426.91 0.3333 1.2982
98.21 348.37 0.1667 1.5058
77.25 327.31 0.1176 1.5349
99.68 482.61 0.4800 1.4273
32.78 386.50 0.2400 1.3520
58.20 409.37 0.6000 1.8366
55.13 370.45 0.1667 1.5703
65.48 361.44 0.6316 1.2804
96.49 410.53 0.3158 1.4381
68.46 345.44 0.5263 1.9033
84.51 476.65 0.2857 1.3965
74.25 277.37 0.6000 1.5951
66.15 367.47 0.2000 1.4721
75.71 402.52 0.3810 1.7622
90.79 374.19 0.0625 1.8540
24.94 366.50 0.4783 1.4350
50.16 418.58 0.5385 1.3395
26.71 429.28 0.3684 1.5876
55.05 324.36 0.2778 1.6515
58.73 370.84 0.2500 1.6485
66.48 326.38 0.1176 2.0299
87.08 451.57 0.4231 1.2575
61.88 330.46 0.4706 1.6169
69.97 282.30 0.3125 1.5983
58.22 293.41 0.7500 2.1268
50.08 360.46 0.3810 1.3937
76.72 271.37 0.4000 2.1834
88.03 353.40 0.2778 1.6075
102.90 335.37 0.1111 1.8804
48.57 445.61 0.4643 1.1011
57.82 429.88 0.0400 1.6638
54.18 394.54 0.3636 1.4083
33.20 348.47 0.1429 2.1607
87.83 309.37 0.7333 1.5864
112.98 455.47 0.3913 1.6268
80.28 382.51 0.5714 1.2694
78.87 451.57 0.5200 1.4214
64.01 408.54 0.4800 1.4348
82.53 471.60 0.4138 1.2079
96.19 303.37 0.5000 1.7007
40.85 354.84 0.2632 1.4778
66.92 340.44 0.5625 2.1831
61.60 362.52 0.8000 1.5202
80.68 445.52 0.3600 1.3445
48.31 387.43 0.2857 1.7697
70.69 460.58 0.4074 1.3245
72.47 391.81 0.0455 1.6452
73.28 375.14 0.0714 2.2935
97.11 411.51 0.6190 1.3489
80.76 499.64 0.2174 1.3303
70.39 390.92 0.5000 1.6071
32.34 301.22 0.5000 1.8792
110.38 435.46 0.0909 1.5756
82.18 300.32 0.2667 1.7009
57.70 375.86 0.1905 1.5290
39.34 381.55 0.4091 1.3121
71.81 301.35 0.0526 2.2860
44.81 415.60 0.5217 1.4052
29.10 319.38 0.0952 1.8328
82.11 439.49 0.3333 1.6812
75.71 388.49 0.3500 1.6794
71.41 374.85 0.1111 1.7804
58.20 306.72 0.0667 1.9321
69.93 391.42 0.1739 1.6034
93.73 488.99 0.2083 1.6683
97.90 388.43 0.2381 1.8209
64.11 313.40 0.5000 1.6427
57.78 235.67 0.0909 2.3172
67.43 366.46 0.2727 2.2229
35.58 355.46 0.3810 1.5301
58.29 351.45 0.4500 1.7500
113.33 480.59 0.2800 1.6705
70.40 390.49 0.3043 1.2715
26.79 315.46 0.6316 1.4131
34.84 287.36 0.4118 1.8474
66.40 211.19 0.2000 2.5435
75.71 492.64 0.3214 1.7241
38.33 309.41 0.3500 1.5130
30.93 389.50 0.2800 1.6632
74.69 492.58 0.2800 1.0893
35.16 284.41 0.4706 1.5009
88.61 346.39 0.1579 1.4239
107.77 336.32 0.1429 1.8425
50.60 308.43 0.7500 1.6402
64.13 477.61 0.4286 1.6746
20.31 243.76 0.5455 2.0218
70.16 341.43 0.5333 1.9455
51.16 455.91 0.2800 1.3749
38.33 337.81 0.0500 1.7673
50.72 446.58 0.2800 1.3242
58.64 272.37 0.5000 2.6656
75.63 454.60 0.5000 1.5516
24.83 294.38 0.1176 1.5305
84.94 476.50 0.1739 2.0112
72.70 466.31 0.1111 1.7326
82.27 349.27 0.0625 2.0253
60.89 362.81 0.3333 1.9959
76.15 464.56 0.4444 1.6550
85.38 494.59 0.4643 1.6897
30.49 293.45 0.6667 2.3865
29.54 283.32 0.5333 1.9503
54.34 466.36 0.0455 1.7597
82.18 422.46 0.2609 1.4877
20.95 277.14 0.0769 2.1419
79.36 372.39 0.1000 1.6767
55.61 354.45 0.4286 1.4310
83.81 397.43 0.0417 1.6307
59.50 372.49 0.4500 1.6936
51.24 370.45 0.3810 1.4954
55.13 367.26 0.1250 1.9391
64.53 345.37 0.3333 1.8049
55.15 412.53 0.5417 1.3908
46.92 259.35 0.4667 2.0995
63.68 436.26 0.0455 1.4762
68.27 268.27 0.0667 1.7590
29.10 319.86 0.2353 2.0186
73.91 424.55 0.5000 1.2882
106.34 334.40 0.2667 1.8985
89.77 401.51 0.3200 2.2426
49.85 412.92 0.3913 1.4255
92.47 334.33 0.0000 1.7488
29.02 241.34 0.3333 2.0903
77.25 369.46 0.5714 1.2760
83.39 451.57 0.2174 1.8076
90.37 396.45 0.0417 1.4706
78.27 386.84 0.2105 1.9397
38.33 283.37 0.2778 1.8278
29.54 285.75 0.5000 1.8635
70.59 467.62 0.3043 1.5250
84.94 392.48 0.3158 2.3177
83.55 310.38 0.4286 2.1703
65.78 325.44 0.2778 1.9889
86.51 393.42 0.0476 1.7765
93.45 350.42 0.8125 1.5640
88.16 361.45 0.1250 1.8495
40.54 285.39 0.3889 2.8796
60.15 260.32 0.3333 2.0542
79.27 399.84 0.0000 1.5977
58.64 386.52 0.4286 1.6937
84.14 429.52 0.4400 1.4306
101.57 474.60 0.3913 1.5102
66.92 370.45 0.5714 1.4184
66.40 344.46 0.6842 1.5769
67.77 356.48 0.1765 1.6321
63.88 353.45 0.1667 1.7900
73.38 391.52 0.5217 1.2426
62.63 493.57 0.6000 1.4730
50.36 388.56 0.4000 1.7558
38.33 275.39 0.5882 1.9827
35.53 369.64 0.1875 2.2123
55.98 376.51 0.0476 1.4385
34.17 336.48 0.6842 1.6148
85.08 381.48 0.0000 1.5716
87.66 320.73 0.0667 2.0384
46.84 464.04 0.2400 1.5526
40.62 348.49 0.2941 1.7042
66.48 426.99 0.3158 1.8623
128.30 474.54 0.4286 1.4894
60.25 356.47 0.5500 1.9645
76.07 349.43 0.5789 1.8515
34.14 286.33 0.1000 1.9409
60.96 334.53 0.1000 2.3480
66.91 336.42 0.1667 1.3663
97.28 463.93 0.2500 1.3293
53.76 434.58 0.4231 1.2060
55.13 389.26 0.0000 1.7073
80.05 467.35 0.0476 1.4759
57.18 388.58 0.6500 1.6143
28.68 212.30 0.3571 1.9882
42.23 384.27 0.1500 2.0945
47.56 319.79 0.2353 1.9546
84.20 430.84 0.2727 1.7246
87.30 354.46 0.5556 1.3776
63.91 327.43 0.5556 1.8796
34.15 321.22 0.2667 1.9642
60.06 340.22 0.4286 1.9147
83.27 278.31 0.0000 1.7554
37.38 317.40 0.6000 1.9762
49.40 272.38 0.2857 2.1021
51.24 446.55 0.4444 1.2748
63.99 279.37 0.3077 2.1993
82.89 385.42 0.4500 1.5177
32.26 288.44 0.7647 1.6820
42.01 384.52 0.6957 1.4464
87.47 376.50 0.7500 1.5140
79.37 469.63 0.2500 1.6031
83.72 334.43 0.3158 1.5251
72.91 375.45 0.3158 1.8154
96.44 303.32 0.2667 2.2566
68.52 342.47 0.4118 1.7364
57.69 314.38 0.5000 2.0748
73.97 401.47 0.1739 1.5801
64.96 352.37 0.1579 1.6732
66.38 334.30 0.1875 2.0063
64.11 319.43 0.4375 1.6900
69.04 346.46 0.3529 1.9643
84.94 466.99 0.4091 1.5814
75.36 367.38 0.2632 1.4542
63.99 307.42 0.4000 1.9983
71.97 459.55 0.2963 1.5409
123.19 433.45 0.0476 1.5383
29.54 283.78 0.3077 2.1516
58.64 304.37 0.2667 2.1487
52.60 310.35 0.1579 2.0371
49.24 274.35 0.2143 1.7714
43.95 302.45 0.5625 1.4361
75.40 358.40 0.1818 1.6521
58.44 370.50 0.5714 1.5234
52.41 272.31 0.4286 1.4569
59.39 458.61 0.4286 1.2736
62.85 405.43 0.2273 1.4361
29.54 315.80 0.2778 1.5974
38.33 303.79 0.2353 2.1943
72.43 386.33 0.1053 1.7355
83.91 321.35 0.1333 2.4673
70.26 231.25 0.1667 2.5493
47.56 311.38 0.2105 2.0132
78.95 417.53 0.3810 1.6811
54.34 470.32 0.0000 1.7597
89.47 281.32 0.0000 2.2619
66.92 374.46 0.3158 1.9574
45.98 359.47 0.3333 1.7090
73.91 363.21 0.1250 1.8798
48.83 383.54 0.5217 1.4440
78.26 460.56 0.1538 1.5720
59.08 352.46 0.6471 1.6166
66.48 336.46 0.5882 1.5724
71.76 433.43 0.3810 1.6335
70.16 403.52 0.5909 1.8548
83.14 383.23 0.1765 2.0417
79.39 461.58 0.4348 2.0209
61.88 344.78 0.1176 1.8190
59.07 326.43 0.2941 1.4723
95.52 315.33 0.3125 1.5988
41.99 314.44 0.1250 1.5112
76.19 421.55 0.4583 1.4262
49.41 328.33 0.5000 2.0439
72.50 430.51 0.2800 1.5803
84.86 371.43 0.4286 2.2151
58.48 367.47 0.3000 1.7520
92.70 386.22 0.0714 2.3687
73.16 261.32 0.3571 2.3302
78.87 390.87 0.3000 1.9813
67.43 298.34 0.1765 1.8234
52.89 160.18 0.1111 2.8828
91.16 380.20 0.2857 2.2573
83.20 353.38 0.2778 1.5841
105.24 407.52 0.3529 1.5830
66.48 424.80 0.1875 2.2349
93.25 377.53 0.7500 1.9172
96.53 351.36 0.1053 1.5331
49.41 294.78 0.4545 2.7095
79.70 350.36 0.1111 1.4933
59.08 332.40 0.5556 1.5351
83.55 425.30 0.1765 2.0352
61.44 317.29 0.2500 2.5896
113.01 460.42 0.0400 1.4923
71.76 437.40 0.3500 1.6335
87.58 400.50 0.3500 1.9226
69.72 441.60 0.4583 1.3051
108.63 373.46 0.5789 1.4973
59.91 283.28 0.3846 2.5607
73.14 449.51 0.2174 1.6103
82.76 365.46 0.2105 1.7204
65.64 343.43 0.4737 1.7219
87.90 438.57 0.4000 2.2157
49.33 332.47 0.5882 2.0422
43.85 285.37 0.2000 1.7774
81.70 321.35 0.1333 2.0708
70.99 344.46 0.5263 2.4477
88.49 401.49 0.5714 1.3448
67.07 337.43 0.3158 1.9153
80.12 415.93 0.5238 1.2593
97.41 359.34 0.0000 1.7054
75.71 458.97 0.1739 1.9184
46.61 327.36 0.2632 1.6153
63.41 454.56 0.1538 1.3097
59.08 426.54 0.3043 1.4301
82.10 420.93 0.4444 1.3988
40.62 356.51 0.6364 1.7028
57.69 455.41 0.3810 1.8752
76.15 470.95 0.4000 1.6527
35.58 377.87 0.2222 1.5544
31.92 315.44 0.5263 1.8108
96.70 361.40 0.2000 1.5199
68.30 334.42 0.6875 2.1289
67.87 410.80 0.2632 1.5594
75.71 464.59 0.2692 1.3445
66.48 397.29 0.1875 2.0647
67.40 326.35 0.2222 2.2531
59.51 424.52 0.4167 1.3959
41.99 413.33 0.0476 1.7876
79.18 397.87 0.2632 1.3501
32.34 272.32 0.1875 1.8447
66.48 442.79 0.1875 2.3658
41.99 388.47 0.0435 1.7269
52.65 476.02 0.2857 1.3691
55.81 355.48 0.6667 1.2083
88.10 478.52 0.2593 1.4731
66.48 408.52 0.1739 1.8739
81.47 306.70 0.0714 1.9977
75.71 390.50 0.3500 2.0892
46.84 327.46 0.4706 1.5187
103.70 321.35 0.1333 2.3165
32.26 373.62 0.1429 2.1608
60.93 391.54 0.5500 1.4561
47.36 383.54 0.5652 1.5933
74.77 369.43 0.1818 1.4373
56.92 464.63 0.4444 1.2573
52.23 372.90 0.5000 1.2607
66.48 380.90 0.2778 2.1315
34.20 309.41 0.3158 1.7581
84.30 388.49 0.4737 1.3995
51.22 304.78 0.2500 1.9176
90.70 381.18 0.1333 2.2468
70.12 436.56 0.5417 1.3158
52.32 221.30 0.4615 2.7143
68.31 444.57 0.6800 1.4479
91.15 351.41 0.3000 1.6835
87.74 347.40 0.1875 1.8503
55.57 384.86 0.3333 1.5427
68.51 456.57 0.1154 1.3688
41.99 284.40 0.6667 1.5701
84.38 252.32 0.6667 1.9901
54.78 451.61 0.5556 1.5384
40.16 309.41 0.6471 1.5392
89.98 458.32 0.2632 1.8111
73.12 383.45 0.2174 1.7348
94.04 316.39 0.2667 1.8712
59.23 361.85 0.2353 1.7856
57.92 386.45 0.3158 1.5571
69.22 435.53 0.2143 1.5728
54.78 391.47 0.3043 1.3702
73.40 346.43 0.1875 1.9805
89.28 404.45 0.0476 1.4681
84.66 367.45 0.3333 1.7558
42.24 361.57 0.0833 2.0660
60.62 411.48 0.3913 1.2791
74.97 304.30 0.2500 2.2033
73.91 377.24 0.1765 1.9050
61.36 375.48 0.3182 1.4507
25.78 238.74 0.2727 2.5207
83.08 351.44 0.1111 1.9974
69.72 335.79 0.4167 1.9451
62.39 367.47 0.2000 2.0059
63.68 357.79 0.2105 1.4723
58.64 302.37 0.5385 2.1185
89.08 456.55 0.3846 1.2783
38.33 334.21 0.1875 1.6639
50.19 263.30 0.0588 2.2979
59.61 443.49 0.3750 1.5975
68.18 350.47 0.4000 1.8231
52.57 421.59 0.5600 1.4022
44.81 399.58 0.7083 1.1592
69.72 365.50 0.6111 1.5539
103.55 405.41 0.1818 2.0334
44.81 449.64 0.5357 1.1644
29.10 316.19 0.0000 1.9063
55.40 279.34 0.0833 2.1526
77.85 450.97 0.5455 1.6163
43.37 278.31 0.1111 2.0406
93.50 359.41 0.1765 2.1160
24.94 405.34 0.4000 1.5516
65.98 422.53 0.4583 1.4901
95.90 369.43 0.4211 1.3520
59.53 267.29 0.0667 1.7960
75.04 345.40 0.1429 2.0308
114.40 286.29 0.0000 2.7588
72.70 492.03 0.0833 1.3509
25.36 310.44 0.4500 1.4790
52.32 258.12 0.3000 2.8419
51.66 422.91 0.2500 1.5249
53.32 404.99 0.5909 1.7596
95.98 381.50 0.3810 2.0877
27.69 361.65 0.2500 1.7775
97.19 477.59 0.2400 1.7964
80.48 436.94 0.2632 1.5430
38.33 310.18 0.1333 2.2958
55.40 295.34 0.1111 2.1309
71.26 350.49 0.5882 1.7895
84.78 327.34 0.3529 1.4764
64.11 345.47 0.3889 1.9855
92.37 460.53 0.5833 1.5254
86.45 296.31 0.0769 1.7942
53.09 433.55 0.4615 1.2734
58.04 355.44 0.1304 1.8558
57.69 364.51 0.6316 1.5621
58.38 323.40 0.3684 1.8236
90.52 369.45 0.2353 1.4235
41.57 302.42 0.6111 1.5472
54.71 418.54 0.3462 1.3351
110.57 417.42 0.0435 1.8932
103.02 349.39 0.1579 1.7419
50.16 278.40 0.7333 1.8358
84.27 336.14 0.0000 1.9588
71.34 368.48 0.3636 2.1607
73.59 324.76 0.3333 2.2257
56.41 353.88 0.3750 2.2555
44.87 384.48 0.1667 1.6272
75.94 404.52 0.3913 1.3550
78.03 456.22 0.2222 2.3655
36.02 331.46 0.6316 1.6433
75.92 365.44 0.3500 1.4634
26.71 294.41 0.6471 1.9986
66.48 342.49 0.5333 2.0263
60.92 289.29 0.0000 2.1473
36.02 449.64 0.5357 1.2104
41.37 356.50 0.4211 2.0357
101.34 341.37 0.2222 2.1730
62.71 321.46 0.7222 2.1826
66.48 350.42 0.2353 2.2532
55.57 392.50 0.4167 1.3262
81.42 230.29 0.3333 2.8572
67.60 411.53 0.3636 1.3764
107.77 448.48 0.2800 1.7220
48.71 229.33 0.5714 2.2176
52.65 327.43 0.5789 1.4806
60.86 404.58 0.5714 1.3410
95.34 440.52 0.2727 1.6002
83.09 359.38 0.2632 2.2849
75.43 405.56 0.5714 1.8523
68.21 396.88 0.3333 1.7959
118.72 430.41 0.3333 1.9305
60.23 356.47 0.5000 1.8335
54.34 425.87 0.0000 1.7597
79.37 427.55 0.1429 1.9324
57.61 349.43 0.3636 1.6592
49.41 342.46 0.3684 1.5690
51.22 270.33 0.2500 2.2918
40.71 333.82 0.0500 1.4964
92.01 493.58 0.3077 1.9445
79.37 478.33 0.0000 1.4560
79.59 371.83 0.3333 1.4296
47.97 417.98 0.4783 1.3860
41.57 274.36 0.4375 2.1729
61.54 290.35 0.3077 2.0773
55.40 324.59 0.3333 2.6653
47.56 309.24 0.1333 1.8407
64.86 275.36 0.5000 1.9717
66.91 317.20 0.1818 1.9146
76.30 403.46 0.1818 1.7617
50.16 424.50 0.3333 1.5526
83.91 317.39 0.4167 2.4774
74.49 307.40 0.8000 1.5044
69.04 394.50 0.1905 1.7124
80.99 349.46 0.6000 1.4938
63.68 353.48 0.6111 2.2095
67.87 364.47 0.6667 1.3421
112.18 437.84 0.0952 1.6433
100.05 323.33 0.0000 2.0686
67.43 294.33 0.4667 1.7597
85.08 379.49 0.2857 1.7469
64.74 371.44 0.1364 1.4385
38.33 335.86 0.2353 1.6760
93.45 468.58 0.4348 1.5544
66.40 386.52 0.5000 1.4246
46.17 217.26 0.3333 2.5865
102.21 336.42 0.5000 1.6615
74.68 251.62 0.0000 2.5138
60.37 484.57 0.2759 1.4002
64.74 373.46 0.2273 1.7162
59.64 332.41 0.2000 1.7205
55.63 333.32 0.1875 1.8066
67.43 346.81 0.2222 1.9288
74.76 280.32 0.7143 2.0930
29.54 265.38 0.5000 2.1241
58.56 288.14 0.3636 2.4499
53.09 401.55 0.6522 1.7377
102.43 480.63 0.2857 2.0028
75.21 492.62 0.5357 1.2168
91.76 236.26 0.1111 2.1085
80.12 463.97 0.3600 1.2912
40.62 322.47 0.6471 1.6347
72.70 237.29 0.3333 1.8010
63.47 285.33 0.0714 1.9487
32.78 327.22 0.5000 1.8419
88.73 361.45 0.2381 1.5305
23.55 378.49 0.4583 1.2768
76.66 422.52 0.4400 1.4151
100.83 393.40 0.2353 1.7551
36.44 289.42 0.6471 1.8222
67.43 288.33 0.0714 2.3404
77.00 306.75 0.2857 1.9458
54.69 365.48 0.4286 1.5289
70.50 455.33 0.0952 1.7946
73.85 440.89 0.0476 1.6738
66.48 435.34 0.1053 2.1947
77.10 382.42 0.3333 1.3496
36.36 290.79 0.3125 2.0689
53.62 432.57 0.4231 1.3028
58.62 328.41 0.4211 1.4389
23.47 289.46 0.6842 2.3714
97.16 407.25 0.0000 1.9204
38.77 328.21 0.5000 2.0736
104.89 339.37 0.5000 2.0790
69.04 372.38 0.2105 1.7667
75.71 413.29 0.1875 2.0270
102.01 313.10 0.1000 2.2198
77.31 401.46 0.4286 1.5746
65.20 325.41 0.4737 1.4483
43.38 274.36 0.4375 2.1426
79.37 363.48 0.6667 1.6628
62.39 391.92 0.2632 1.5740
95.71 383.40 0.2500 1.6055
77.50 298.30 0.1250 1.6175
75.64 308.39 0.7857 1.8606
63.25 257.29 0.1429 2.0316
85.34 326.40 0.3684 2.5545
89.08 416.49 0.3043 1.2883
35.94 340.47 0.4286 1.5955
61.72 277.36 0.6250 1.9626
57.62 383.52 0.3810 1.3570
58.53 229.29 0.3333 1.9193
58.20 282.34 0.1765 2.1732
63.05 355.49 0.5500 1.5429
109.06 363.45 0.5333 1.5558
76.14 366.45 0.1053 1.5482
53.99 326.35 0.2105 1.8032
96.69 450.45 0.0370 1.3957
70.92 303.75 0.2000 1.5467
66.84 221.21 0.2727 2.3731
79.90 495.63 0.2400 1.4498
42.58 298.39 0.4706 1.4808
98.14 457.53 0.2727 1.6085
58.64 440.59 0.2609 1.4890
48.99 363.37 0.1429 1.6449
75.48 359.38 0.0952 1.8609
58.20 288.73 0.0667 1.8515
93.50 341.37 0.2778 1.7326
50.16 414.62 0.5652 1.6062
46.17 271.36 0.5385 2.0821
76.07 431.49 0.2308 1.6366
87.98 381.86 0.2381 1.6889
58.20 338.79 0.0526 1.6514
72.28 495.63 0.3000 1.3138
42.01 374.51 0.4500 1.6124
94.90 316.32 0.0000 2.0202
